X;Y;Type
6.68767;36.1722;Green zones
6.69309;36.2657;Green zones
6.5605;36.2409;Green zones
6.6258;36.3291;Green zones
6.6529;36.3411;Green zones
6.94134;36.2376;Green zones
6.58369;36.3651;Green zones
6.58342;36.4123;Green zones
6.64394;36.4121;Green zones
6.63969;36.3925;Green zones
6.67941;36.4063;Green zones
6.6082;36.3146;Green zones
6.60833;36.3626;Green zones
6.60144;36.3521;Green zones
6.6805;36.4374;Green zones
6.9463;36.17703;Green zones
6.9466;36.2296;Green zones
6.58867;36.2773;Green zones
6.6303;36.2572;Green zones
6.7481;36.2397;Green zones
6.656;36.3593;Green zones
6.5825;36.246;Green zones
6.61743;36.3471;Green zones
6.40545;36.2456;Green zones
6.65577;36.50219;Green zones
6.69464;36.2154;Green zones
6.568646;36.230434;Green zones
6.51834;36.2883;Green zones
6.6628;36.4394;Green zones
6.71036;36.2722;Green zones
6.72445;36.5405;Green zones
6.6507;36.3867;Green zones
6.64289;36.3261;Green zones
6.59058;36.264;Green zones
6.5717;36.3362;Green zones
6.63425;36.3679;Green zones
6.56021;36.2349;Orange zones
6.587915;36.238275;Orange zones
6.6892;36.2977;Green zones
6.738615;36.248752;Green zones
6.72033;36.24975;Green zones
6.72422;36.25954;Green zones
6.6405;36.4305;Green zones
6.62284;36.298;Green zones
6.58878;36.2494;Green zones
6.578678;36.231637;Green zones
6.58011;36.3313;Green zones
6.61598;36.314;Green zones
6.56763;36.26104;Green zones
6.57762;36.2718;Green zones
6.583545;36.261376;Green zones
6.55394;36.246608;Green zones
6.5609;36.2565;Green zones
6.56106;36.23422;Green zones
6.58831;36.28123;Green zones
6.5795;36.2593;Green zones
6.496135;36.268137;Green zones
6.627;36.4361;Green zones
6.5949;36.4264;Green zones
6.622563;36.374535;Green zones
6.71563;36.26825;Green zones
6.6397;36.3672;Green zones
6.646;36.3435;Green zones
6.7003;36.2705;Green zones
6.6479566;36.4435116;Green zones
6.6152;36.3995;Green zones
6.6101;36.3893;Green zones
6.6277;36.347;Green zones
6.641465;36.351925;Green zones
6.4785;36.2618;Green zones
6.57373;36.25068;Orange zones
6.705473;36.261622;Green zones
6.71407;36.27729;Green zones
6.558962;36.256806;Green zones
6.592019;36.340992;Green zones
6.541267;36.253557;Red zones
6.54674;36.23776;Green zones
6.53461;36.23833;Green zones
6.539;36.245;Green zones
6.64542;36.35691;Green zones
6.59822;36.31834;Green zones
6.62736;36.3031;Green zones
6.52757;36.24565;Green zones
6.75601;36.26222;Green zones
6.658335;36.314099;Green zones
6.71698;36.28329;Green zones
6.504162;36.260298;Green zones
6.502456;36.271891;Green zones
6.7245;36.2987;Green zones
6.7324;36.2872;Green zones
6.838792;36.315408;Green zones
6.619716;36.338218;Green zones
6.649825;36.351922;Green zones
6.626588;36.454029;Green zones
6.618208;36.228662;Green zones
6.945176;36.225949;Green zones
6.576191;36.314052;Green zones
6.48945;36.2665;Green zones
6.64041;36.36645;Green zones
6.660547;36.337798;Green zones
6.704737;36.252548;Green zones
6.649382;36.378838;Green zones
6.569472;36.242538;Green zones
6.919981;36.231443;Green zones
6.701097;36.293651;Green zones
6.626299;36.309836;Orange zones
6.95027;36.23356;Green zones
6.465289;36.376672;Green zones
6.589563;36.361467;Green zones
6.580677;36.369865;Orange zones
6.616176;36.403829;Green zones
6.59853;36.335904;Green zones
6.608241;36.136957;Green zones
6.659101;36.441403;Green zones
6.607563;36.354673;Orange zones
6.57052;36.23464;Green zones
6.565145;36.237703;Green zones
6.602093;36.43224;Green zones
6.438415;36.421388;Green zones
6.629692;36.299508;Green zones
6.619111;36.298491;Green zones
6.643828;36.388409;Green zones
6.915081;36.230349;Green zones
6.648874;36.338802;Green zones
6.59907;36.354525;Green zones
6.583492;36.342923;Green zones
6.601198;36.398033;Orange zones
6.736886;36.523917;Green zones
6.5978707;36.4169101;Green zones
6.59146;36.348594;Green zones
6.587528;36.426477;Green zones
6.66283;36.307266;Green zones
6.644033;36.433403;Green zones
6.646447;36.448847;Green zones
6.601503;36.423152;Green zones
6.935231;36.233916;Green zones
6.6026491;36.403824;Green zones
6.57721;36.42833;Green zones
6.692683;36.173422;Green zones
6.950378;36.227137;Green zones
6.68508;36.309241;Green zones
6.6288067;36.3414809;Green zones
6.573145;36.361469;Green zones
6.617726;36.391484;Green zones
6.570417;36.417136;Green zones
6.528882;36.405525;Green zones
6.947426928;36.23820231;Green zones
6.71411388;36.5138828;Green zones
6.49177;36.260019;Green zones
6.636506;36.61349;Green zones
6.685045;36.456164;Green zones
6.724687;36.487225;Green zones
6.573354;36.246352;Green zones
6.583332;36.273773;Red zones
6.593382;36.278564;Red zones
6.470082;36.272101;Green zones
6.913941;36.327909;Green zones
6.663261;36.451439;Green zones
6.57282;36.266742;Green zones
6.939222;36.231806;Green zones
6.590466;36.405822;Green zones
4.1618;35.2192;Green zones
4.18301;35.2112;Green zones
4.15596;35.1924;Green zones
4.7572;36.0582;Green zones
4.76469;36.0701;Green zones
4.77516;36.0813;Green zones
4.73605;36.0662;Green zones
4.76952;36.0647;Green zones
4.76058;36.0792;Green zones
4.74054;36.0566;Green zones
4.75339;36.0658;Green zones
4.74399;36.0839;Green zones
4.882;36.0297;Green zones
4.59048;36.1528;Green zones
5.02312;36.0816;Green zones
5.149;36.0894;Orange zones
5.03255;35.9455;Green zones
4.89061;35.8807;Orange zones
4.7392;35.9691;Red zones
5.04212;36.1537;Orange zones
4.7876;36.1486;Orange zones
4.62667;36.063;Green zones
4.37296;36.1216;Green zones
4.69036;35.9471;Green zones
4.8385;36.2731;Green zones
4.66552;36.2901;Orange zones
4.77967;36.2282;Green zones
4.66843;36.1327;Green zones
4.74962;36.0757;Green zones
4.82013;36.0431;Green zones
5.02827;36.1761;Green zones
4.16907;36.0525;Green zones
4.8789;35.9796;Green zones
4.75074;35.9262;Green zones
4.77575;36.0735;Green zones
5.03375;35.9519;Green zones
5.03149;35.9382;Green zones
4.76253;36.0617;Green zones
4.73886;36.0728;Green zones
4.7555;36.0846;Green zones
5.02769;36.1444;Green zones
4.79855;36.1458;Green zones
4.60094;36.2374;Green zones
4.45624;36.083;Green zones
4.90922;36.1019;Green zones
4.91252;35.8666;Green zones
5.0031;36.0372;Green zones
5.07939;36.0481;Green zones
4.66877;36.2768;Green zones
4.74799;35.9808;Green zones
4.89243;35.8982;Green zones
4.77403;36.0661;Green zones
4.78115;36.0784;Green zones
4.75889;36.0709;Green zones
4.33081;36.2302;Green zones
4.22129;36.1593;Green zones
4.72998;36.3677;Green zones
4.76822;36.0687;Green zones
4.7632;36.0757;Green zones
5.03219;35.9319;Green zones
4.89979;35.9019;Green zones
4.77222;36.0756;Green zones
4.78915;36.1937;Green zones
5.08144;36.1276;Green zones
4.66347;35.9224;Green zones
4.38287;36.2545;Green zones
4.39749;36.1963;Green zones
4.7189;36.3026;Green zones
4.78464;36.2896;Green zones
4.78665;36.0806;Green zones
4.93675;36.1055;Green zones
4.9678;36.2192;Green zones
4.6991;36.2667;Green zones
4.6592;36.256;Green zones
4.59308;35.8796;Green zones
4.23094;36.0273;Green zones
4.64288;36.1761;Green zones
4.80868;36.0694;Green zones
4.76685;36.083;Green zones
4.90194;36.1041;Green zones
4.75742;36.0762;Green zones
4.74519;36.0681;Green zones
4.88691;35.8979;Green zones
4.80258;35.9536;Green zones
4.9062;35.8708;Green zones
4.71171;35.9078;Green zones
4.7329;36.1347;Green zones
4.77085;36.085;Green zones
4.75966;36.0831;Green zones
4.78213;36.0839;Green zones
4.77985;36.0706;Green zones
4.75089;36.0709;Green zones
4.74529;36.0909;Green zones
5.02793;35.9429;Green zones
5.03502;35.9411;Green zones
4.62422;36.0697;Green zones
4.67133;36.1365;Green zones
4.9162;36.1035;Green zones
5.07657;36.131;Green zones
4.96579;35.9908;Green zones
4.21115;36.0753;Green zones
4.92183;35.8487;Green zones
4.80029;36.0607;Green zones
4.37823;36.1203;Green zones
4.29258;36.2451;Green zones
4.69458;36.0794;Green zones
4.47042;36.187;Green zones
4.75443;36.0727;Green zones
4.53045;36.06916;Green zones
4.3885;36.1732;Green zones
4.864813;36.084906;Green zones
4.7859;36.1012;Green zones
4.963509;36.060985;Green zones
4.74763;36.0512;Green zones
4.7081;36.0729;Orange zones
5.090889;36.087599;Green zones
4.78348;35.98535;Green zones
4.89338;35.9073;Green zones
4.75043;36.08161;Green zones
4.77889;36.0627;Green zones
4.7447;36.0782;Green zones
4.80124;36.048527;Orange zones
4.729372;36.013361;Green zones
4.7273;36.0938;Green zones
4.794439;36.064999;Green zones
4.769684;36.057873;Green zones
5.022426;35.933498;Green zones
5.024426;35.950491;Green zones
4.7564;36.0552;Green zones
4.769085;36.090058;Green zones
4.627551;36.075354;Green zones
4.774791;36.222585;Orange zones
4.740333;36.061275;Green zones
4.68228;36.077604;Green zones
4.743187;36.065572;Green zones
4.747706;36.085805;Green zones
5.022482;36.146553;Green zones
4.813456;36.032215;Green zones
4.67729;36.131318;Green zones
5.034721;35.957552;Green zones
4.754627;35.978623;Green zones
4.749122;35.976299;Green zones
4.36498;36.117987;Green zones
5.0192;35.9466;Green zones
5.082128;36.045168;Green zones
4.584749;36.094827;Green zones
4.364864;36.22135;Green zones
4.845021;36.056479;Green zones
4.537991;36.147701;Green zones
4.341574;36.23854;Green zones
5.027495;36.149715;Green zones
4.721212;36.09487;Green zones
4.7293;36.0875;Green zones
4.794739;36.100786;Green zones
4.7923;36.057;Green zones
7.81669;36.7921;Green zones
7.6921;36.7402;Green zones
7.867;36.8317;Green zones
7.7403;36.7538;Green zones
7.73999;36.761;Green zones
7.85952;36.833;Green zones
7.8788;36.829;Green zones
7.88977;36.8287;Green zones
7.72448;36.7217;Green zones
7.85557;36.7957;Green zones
7.7394;36.7496;Green zones
7.830788;36.844269;Green zones
6.26117;36.4442;Green zones
6.27089;36.4529;Green zones
6.2625;36.4509;Green zones
6.16907;36.1615;Green zones
5.94523;36.4102;Red zones
5.98697;36.1181;Green zones
6.34979;36.2493;Orange zones
6.03903;36.4588;Green zones
6.32661;36.5096;Green zones
6.35619;36.1176;Green zones
6.2871;36.2506;Green zones
5.8927;36.5283;Green zones
6.12353;36.5247;Green zones
6.1189;36.4259;Green zones
6.12837;36.3926;Green zones
6.02251;36.3011;Green zones
6.17289;36.4746;Green zones
5.89083;36.3927;Green zones
5.98484;36.5665;Green zones
6.1803;36.276;Green zones
6.38944;36.1807;Green zones
6.239;35.9938;Green zones
6.17544;36.1717;Green zones
6.06224;36.5367;Green zones
5.8828;36.5047;Green zones
6.18173;36.16299;Green zones
5.98022;36.1222;Green zones
6.16742;36.1678;Green zones
6.32368;36.3978;Green zones
5.99259;36.3902;Green zones
6.3345;36.5616;Green zones
5.95091;36.3188;Green zones
6.2536;36.44562;Green zones
6.32425;36.5163;Green zones
5.97532;36.1188;Green zones
6.35282;36.1127;Green zones
6.1635;36.1637;Green zones
6.37389;36.1132;Green zones
5.9483;36.4057;Green zones
5.9898;36.1228;Green zones
5.96718;36.1224;Green zones
6.29776;36.3595;Green zones
6.15445;36.13584;Green zones
5.82188;36.4368;Green zones
6.29382;36.2513;Green zones
6.28189;36.2516;Green zones
6.3158;36.2186;Green zones
6.1849;36.1665;Green zones
6.17455;36.1622;Green zones
6.16226;36.1591;Green zones
6.17465;36.1683;Green zones
6.34655;36.1114;Green zones
6.25408;36.4402;Green zones
6.26589;36.4385;Green zones
6.26703;36.4564;Green zones
5.93862;36.4121;Green zones
6.29143;36.5372;Green zones
6.25346;36.4529;Green zones
6.3303;36.5168;Green zones
5.98547;36.1211;Green zones
6.27032;36.323;Green zones
6.17913;36.4727;Green zones
6.21483;36.5625;Green zones
6.15163;36.1319;Green zones
6.17476;36.4684;Green zones
6.3162;36.5265;Green zones
6.12185;36.4305;Green zones
6.08152;36.1383;Green zones
6.42447;36.4949;Green zones
6.32455;36.5232;Green zones
6.26594;36.4523;Green zones
6.1658;36.1579;Green zones
6.23011;36.0097;Green zones
6.34973;36.1087;Green zones
5.94222;36.408;Green zones
5.98402;36.4187;Green zones
6.18129;36.1674;Green zones
6.34016;36.5113;Green zones
6.00111;36.4756;Green zones
6.12532;36.5506;Green zones
6.26936;36.5789;Green zones
6.3202;36.4267;Green zones
6.07922;36.5026;Green zones
6.04042;36.4106;Green zones
6.12415;36.434;Green zones
6.25806;36.4364;Green zones
6.25923;36.4551;Green zones
6.17866;36.174;Green zones
6.26621;36.4421;Green zones
6.2646;36.315;Green zones
6.08131;36.3401;Orange zones
6.16774;36.5598;Red zones
6.1695;36.4675;Green zones
5.95156;36.4109;Green zones
5.94401;36.4139;Green zones
5.92221;36.4108;Green zones
6.3617;36.121;Green zones
6.11908;36.4212;Green zones
5.94385;36.4053;Green zones
6.26068;36.5153;Green zones
6.0142;36.3039;Green zones
6.50503;36.19904;Green zones
5.99731;36.2825;Green zones
6.24023;36.5071;Green zones
5.93627;36.3703;Green zones
5.77262;36.5389;Green zones
5.94659;36.4285;Green zones
6.03294;36.5468;Red zones
6.39029;36.1061;Green zones
6.2505;36.1832;Green zones
6.12256;36.0543;Green zones
5.97036;36.1178;Green zones
5.91118;36.5257;Green zones
6.16409;36.1718;Green zones
6.20896;36.47;Green zones
6.244048;36.438701;Green zones
6.36936;36.123;Green zones
6.01694;36.4733;Green zones
6.19836;36.169802;Green zones
5.995265;36.114608;Green zones
6.3867;36.1014;Green zones
6.2471;36.4352;Red zones
5.99089;36.11058;Green zones
6.268105;36.42994;Green zones
6.159419;36.167434;Green zones
6.2844828;36.2554916;Green zones
5.973993;36.125474;Green zones
6.375848;36.123007;Green zones
6.157355;36.13974;Green zones
6.377148;36.294659;Green zones
5.905318;36.39846;Green zones
6.27374;36.433697;Orange zones
6.15834;36.17323;Green zones
6.175465;36.155574;Green zones
6.367284;36.128051;Green zones
5.976972;36.114239;Green zones
6.1573947;36.1618317;Green zones
5.976006;36.13997;Orange zones
6.042713;36.1267;Green zones
6.185607;36.15996;Green zones
6.241303;36.554034;Orange zones
6.314271;36.578857;Green zones
5.951326;36.416088;Green zones
5.9381;36.4153;Green zones
5.89431;36.39656;Green zones
6.266813;36.460867;Green zones
6.283358;36.553598;Green zones
6.391875;36.110511;Green zones
36.457758;6.031819;Green zones
6.260819;36.521552;Green zones
6.385043;36.106837;Green zones
6.062887;36.498222;Green zones
6.289944;36.239062;Green zones
6.048384;36.455233;Green zones
36.27976;6.172112;Green zones
6.12461;36.531327;Green zones
6.252684;36.430018;Green zones
6.396694;36.105475;Green zones
6.275259;36.460284;Green zones
6.27985;36.17323;Green zones
6.224732;36.558136;Green zones
6.22021;36.45478;Green zones
6.22582;36.45302;Green zones
1.33589;36.1662;Green zones
1.33765;36.167;Green zones
1.52042;36.27738;Green zones
1.53156;36.18785;Green zones
1.12643;36.0669;Green zones
1.12416;36.0685;Green zones
1.23402;36.2312;Green zones
0.9733;36.16268;Green zones
1.3395;36.1658;Green zones
1.51236;36.13658;Green zones
1.24538;36.3082;Green zones
1.33156;36.164;Green zones
1.31494;36.15619;Green zones
1.52903;36.18317;Green zones
1.39056;36.1971;Green zones
1.19669;36.0979;Green zones
1.129;36.0659;Green zones
1.25161;36.12947;Orange zones
1.26917;36.2078;Green zones
1.23306;36.2291;Green zones
1.30217;36.4639;Green zones
1.30719;36.5126;Green zones
1.3476;36.1586;Green zones
0.851583;36.2559;Green zones
1.14011;36.3203;Green zones
1.19428;36.4187;Green zones
1.23833;36.3357;Green zones
1.42783;36.3535;Green zones
1.11017;36.1102;Green zones
1.52253;36.27528;Green zones
1.39936;36.0638;Green zones
1.55194;36.11111;Green zones
0.970139;36.1628;Green zones
1.3855;36.1953;Green zones
1.52477;36.18032;Green zones
1.04486;36.2473;Green zones
1.56836;36.5299;Green zones
1.27864;36.0252;Green zones
1.33569;36.1499;Green zones
1.35008;36.1676;Green zones
1.25456;36.1946;Green zones
1.35036;36.1434;Green zones
1.36928;36.15897;Green zones
1.32869;36.1864;Green zones
1.3455;36.1658;Green zones
1.23428;36.0983;Green zones
1.10844;36.0781;Green zones
1.33761;36.1581;Green zones
1.49103;36.21142;Green zones
1.26081;36.2059;Green zones
1.48658;36.14642;Green zones
1.38375;36.2483;Green zones
1.38103;36.3558;Green zones
1.61528;36.444;Green zones
1.09943;36.4166;Green zones
0.917194;36.4027;Green zones
1.336;36.168;Green zones
1.12947;36.0573;Green zones
1.12417;36.0695;Green zones
1.33136;36.1592;Green zones
1.31769;36.1604;Green zones
1.34336;36.1486;Green zones
1.30536;36.1421;Green zones
1.26014;36.192;Green zones
1.29275;36.5073;Green zones
1.53485;36.18672;Orange zones
1.32639;36.1698;Green zones
1.32794;36.1458;Green zones
1.29594;36.1302;Green zones
1.31625;36.5143;Green zones
1.2551;36.5026;Green zones
1.25017;36.2951;Green zones
1.10996;36.0698;Green zones
0.97584;36.1581;Green zones
1.31944;36.205833;Green zones
1.18908;36.41845;Green zones
1.13663;36.3259;Green zones
1.14697;36.1426;Green zones
1.42359;36.2574;Orange zones
0.94746;36.2107;Green zones
1.31345;36.4226;Green zones
1.14522;36.3182;Green zones
1.595;36.0854;Green zones
1.58134;36.4813;Green zones
1.36671;35.9587;Green zones
0.82713;36.27894;Orange zones
1.30081;36.2759;Green zones
1.2747;36.17669;Green zones
1.0213;36.4663;Green zones
1.5025;36.5243;Green zones
1.09444;36.4914;Green zones
0.83669;36.3599;Green zones
1.30792;36.5082;Green zones
1.37469;36.0144;Green zones
1.4321;36.3667;Green zones
1.32364;36.16356;Green zones
1.30744;36.15911;Green zones
1.12275;36.0639;Green zones
1.34002;36.155;Green zones
0.97869;36.1616;Green zones
1.25389;36.1869;Green zones
1.26444;36.1994;Green zones
1.25131;36.1986;Green zones
1.35832;36.1377;Green zones
1.36589;36.1534;Green zones
1.19856;36.1028;Green zones
1.239;36.131;Red zones
1.33473;36.1616;Green zones
1.00909;36.3534;Green zones
1.29206;36.13725;Green zones
1.50522;36.11385;Green zones
1.52302;36.18426;Green zones
1.49161;36.1732;Green zones
1.24083;36.2323;Green zones
1.3046;36.5044;Green zones
1.28242;36.50519;Green zones
1.45851;36.1912;Green zones
1.00233;36.3569;Red zones
1.59283;36.20465;Green zones
1.27277;36.0253;Green zones
1.27402;36.2117;Green zones
1.22783;36.3591;Green zones
1.48803;35.9864;Green zones
1.40786;36.3705;Green zones
1.18122;36.5115;Green zones
1.20875;36.0862;Green zones
1.55134;36.15432;Green zones
1.42356;36.1397;Green zones
1.36967;36.1486;Green zones
1.13307;36.0514;Green zones
1.23698;36.4225;Green zones
1.64011;36.5403;Green zones
1.10744;36.1067;Green zones
1.55381;36.11431;Green zones
1.40415;36.18702;Green zones
1.25962;36.1974;Green zones
1.2488;36.1878;Green zones
1.30186;36.1391;Green zones
1.33173;36.1669;Green zones
1.342347;36.170109;Green zones
1.32645;36.1744;Green zones
1.32988;36.203;Green zones
1.31178;36.147;Green zones
1.35737;36.1632;Green zones
1.29195;36.1337;Green zones
0.92626;36.2581;Green zones
1.30312;36.4603;Green zones
1.19651;36.1075;Green zones
1.13897;36.4341;Green zones
1.22768;36.0943;Green zones
1.5336;36.527;Green zones
1.23722;36.2321;Red zones
1.54027;36.18893;Green zones
1.43201;36.1135;Green zones
1.2565;36.1838;Green zones
1.37284;36.353;Green zones
1.16941;36.0837;Green zones
0.87774;36.2252;Green zones
1.20346;36.0822;Green zones
1.39129;36.25164;Green zones
1.57359;36.5298;Green zones
1.32193;36.1401;Green zones
1.36208;36.1493;Green zones
1.2989;36.1437;Green zones
0.92479;36.2472;Green zones
1.31242;36.5153;Green zones
1.25583;36.2047;Green zones
1.24171;36.2749;Green zones
1.476462;36.216799;Green zones
1.2764;36.5034;Green zones
1.25852;36.2112;Green zones
1.559927;36.107492;Green zones
1.16606;36.16615;Green zones
1.19769;36.077453;Green zones
0.95496;36.22151;Red zones
1.34664;36.19748;Green zones
1.31572;36.1199;Green zones
0.758957;36.24822;Green zones
0.95626;36.2376;Green zones
1.19687;36.4226;Green zones
1.28138;36.4669;Green zones
0.923401;36.166023;Green zones
1.398052;36.194332;Green zones
1.307477;36.151527;Green zones
1.29597;36.4338;Green zones
1.097029;36.315025;Green zones
1.07459;36.0372;Green zones
1.28269;36.1268;Green zones
1.52843;36.2837;Green zones
1.364381;36.162976;Green zones
1.2415939;36.2296115;Orange zones
1.28242;36.2038;Green zones
1.26066;36.1729;Green zones
1.3954;36.0687;Green zones
1.51637;36.24197;Green zones
1.32575;36.15994444;Green zones
1.334981;36.133497;Green zones
1.217047;36.077539;Green zones
1.250576;36.209609;Green zones
1.244889;36.1771;Green zones
1.299865;36.132146;Green zones
1.35659;36.15467;Green zones
1.548403;36.172396;Green zones
1.3538;36.165;Green zones
1.2725;36.0395;Green zones
1.502658;36.276077;Green zones
1.2415;36.33924;Green zones
1.316829;36.507784;Green zones
1.269123;36.501882;Green zones
1.38114;36.1258;Green zones
1.39;36.09291;Green zones
1.36359;36.16697;Green zones
1.524569;36.388072;Green zones
1.3818;36.164743;Green zones
0.98283;36.13748;Green zones
1.283642;36.196791;Green zones
1.316322;36.164408;Green zones
1.326908;36.149191;Green zones
1.32182;36.15608;Green zones
1.307622;36.136163;Green zones
0.966186;36.158185;Green zones
0.994921;36.195436;Green zones
1.037482;36.196822;Green zones
1.186908;36.092577;Green zones
1.245509;36.234057;Green zones
1.428894;36.197907;Green zones
1.368449;36.21316;Green zones
1.265678;36.207677;Green zones
1.268309;36.213017;Green zones
1.23944;36.235663;Green zones
1.245971;36.225637;Green zones
1.33242;36.152338;Green zones
1.533369;36.182784;Green zones
1.253039;36.104419;Green zones
1.407716;36.062279;Green zones
1.29604;36.467256;Green zones
0.920299;36.247961;Green zones
1.337297;36.127621;Green zones
1.372621;36.154573;Green zones
1.285419;36.132946;Green zones
1.33212;36.140827;Green zones
1.316099;36.478161;Green zones
1.610482;36.210274;Green zones
0.967607;36.443957;Green zones
1.180377;36.161186;Green zones
1.411904;36.223627;Green zones
1.454603;36.207958;Green zones
1.282994;36.021274;Green zones
1.134308;36.056019;Green zones
0.825888;36.302444;Green zones
1.161354;36.069485;Green zones
1.114407;36.048361;Green zones
1.171839;36.328887;Green zones
0.93536;36.188935;Green zones
0.928423;36.262934;Green zones
0.848725;36.253272;Green zones
1.357076;36.165671;Green zones
1.452382;36.132243;Green zones
1.263958;36.121351;Green zones
1.182547;36.0796;Green zones
1.34523;36.154039;Green zones
1.23887;36.228414;Green zones
0.09214;35.9332;Green zones
0.089043;35.9296;Green zones
0.089233;35.9306;Green zones
0.09483;35.9283;Green zones
0.32208;36.11638;Green zones
0.09525;35.9464;Green zones
0.091;35.9323;Green zones
0.084077;35.9318;Orange zones
0.064489;35.915179;Green zones
0.0891667;35.9177;Orange zones
0.107641;35.9238;Green zones
0.0886944;35.9226;Green zones
0.08558;35.927;Green zones
0.0741667;35.8925;Green zones
0.0375556;35.8674;Green zones
-0.00136111;35.8314;Green zones
0.16822;35.8433;Orange zones
0.261417;35.7512;Green zones
0.412722;36.0968;Green zones
0.307889;35.9931;Green zones
0.402222;36.2018;Green zones
0.636083;36.2407;Green zones
0.0734167;35.8641;Green zones
0.167139;35.9809;Green zones
0.303417;35.9993;Green zones
0.339177;35.999;Green zones
0.132556;35.9513;Green zones
0.4418;36.1629;Green zones
0.186556;35.781;Green zones
0.323889;36.0942;Green zones
0.234194;35.8439;Green zones
0.27159;36.1289;Green zones
0.060413;35.863235;Orange zones
0.0541944;35.8031;Green zones
0.38175;35.8305;Green zones
0.0968889;35.9265;Green zones
0.0982778;35.9169;Green zones
0.0945556;35.9399;Green zones
0.113389;35.929194;Green zones
0.273472;36.105;Green zones
0.100417;35.9364;Green zones
0.106472;35.9274;Green zones
0.100833;35.963;Green zones
0.372417;35.9291;Green zones
0.336917;35.8602;Green zones
0.667139;36.3149;Green zones
0.075;35.921861;Green zones
0.101944;35.9317;Green zones
0.114861;35.9364;Green zones
0.292806;35.9969;Green zones
0.14794;35.8676;Green zones
0.10083;35.92354;Green zones
-0.102722;35.7829;Green zones
0.16862;35.8377;Green zones
0.424167;36.101028;Green zones
0.0793583;35.9057;Green zones
0.15043;35.9128;Green zones
0.32029;36.1139;Green zones
0.257861;35.8951;Green zones
0.125944;35.8335;Green zones
0.211167;35.8128;Green zones
0.544083;36.091;Green zones
0.58606;36.0108;Green zones
0.11825;35.7517;Green zones
0.268361;36.0283;Green zones
0.577361;36.2531;Green zones
0.14709;36.0475;Green zones
0.22947;36.1134;Green zones
0.73284;36.331;Green zones
0.0896389;35.9382;Green zones
0.06761;35.92039;Green zones
0.159444;35.9036;Green zones
0.54007;36.24155;Green zones
0.44051;36.1664;Green zones
0.252083;35.7518;Green zones
-0.01906;35.7527;Green zones
0.187;36.0076;Green zones
0.62575;36.1813;Green zones
0.09499;35.9559;Green zones
0.109111;35.9339;Green zones
0.12163;35.907;Orange zones
0.17242;35.8419;Green zones
0.175139;35.7888;Green zones
0.10764;35.9749;Green zones
0.0908333;35.9438;Green zones
0.30142;35.9956;Green zones
0.0973889;35.9337;Green zones
0.122052;35.8996;Green zones
0.06194;35.8459;Green zones
0.08287;35.9206;Green zones
0.61562;36.2621;Green zones
0.059445;35.918217;Green zones
0.4183;36.0987;Green zones
0.0668016;35.884;Green zones
0.101051;35.9675;Green zones
0.25801;35.7486;Green zones
0.06858;35.9094;Green zones
0.10853;35.9149;Green zones
0.112861;35.9212;Green zones
0.47222;36.08804;Green zones
0.375722;36.0983;Red zones
0.0313333;35.7705;Green zones
0.174361;35.9464;Green zones
0.280917;35.8217;Green zones
0.07119;35.8603;Green zones
0.190861;35.7799;Green zones
0.09911;35.911;Green zones
0.161889;35.9415;Orange zones
0.0460278;35.8027;Green zones
0.63101;36.2701;Green zones
0.16339;35.8383;Green zones
0.04801;35.8896;Green zones
0.10829;35.9778;Green zones
0.111389;35.975;Green zones
0.09636;35.9195;Green zones
-0.00684;35.8319;Green zones
0.34323;36.0003;Green zones
0.07498;35.8986;Green zones
0.29587;35.9945;Green zones
0.11679;35.9291;Green zones
0.43764;36.1656;Green zones
0.27297;35.8112;Orange zones
0.38196;35.9473;Green zones
0.05092;35.8922;Green zones
0.04578;35.8857;Green zones
0.07909;35.91774;Green zones
0.10976;35.9304;Green zones
0.57176;36.2531;Green zones
0.18099;35.7787;Green zones
0.28866;35.8272;Red zones
0.32551;36.0979;Green zones
0.31723;35.7959;Green zones
0.5164;36.21124;Green zones
0.33473;35.9285;Green zones
-0.0346667;35.7514;Green zones
0.49323;36.1504;Orange zones
0.69162;36.2819;Green zones
0.08133;35.9353;Green zones
-0.04526;35.7393;Orange zones
-0.07735;35.766;Green zones
0.215114;35.8624;Green zones
-0.0017567;35.8226;Green zones
0.1875;35.7251;Green zones
0.25756;35.9003;Green zones
0.17501;35.9253;Green zones
0.17445;35.95;Green zones
0.107451;35.968819;Green zones
0.25294;35.9578;Green zones
0.68679;36.2283;Green zones
0.0917;35.947;Green zones
0.127467;36.015536;Green zones
0.0995;35.9565;Green zones
0.110978;35.9536;Green zones
0.152166667;35.8061111;Green zones
-0.0036;35.79955;Green zones
0.289217;36.0866;Green zones
0.079415;35.811747;Green zones
0.058;35.7549444;Green zones
0.108646;35.860089;Green zones
0.1956;35.8523;Green zones
0.099651;35.8942;Green zones
0.065267;35.89624;Green zones
0.091276;35.9267;Green zones
0.417404;35.9345633;Green zones
0.378224;35.8446;Green zones
0.447602;35.8524;Green zones
0.39388;36.1427;Green zones
0.432926;36.1769;Green zones
0.17447;35.7501;Green zones
0.12136;35.97456;Green zones
0.114;35.95166;Green zones
0.508055;36.12286;Green zones
0.6782;36.32312;Green zones
0.2757;35.8677;Green zones
0.122;35.9425;Green zones
0.663703;36.2444;Green zones
0.0374;35.84042;Green zones
0.06298;35.91912;Green zones
